method,query_idx,query_sample_id,query_fq_GHz,query_fr_GHz,query_chi_MHz,query_g_MHz,query_kappa_MHz,rank,retrieved_sample_id,retrieved_fq_GHz,retrieved_fr_GHz,retrieved_chi_MHz,retrieved_g_MHz,retrieved_kappa_MHz,distance_or_cost,error_fq,error_fr,error_chi,error_g,error_kappa
SQuADDS_fqOnly,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,1,fig5_cg1p0um_rpg2p5um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.8761770008,5.99407925784,6.270368555709839,201.3919971854669,5.6148078415071,1.8503450377745165e-10,6.632845999998693e-05,0.2783244819599995,1.719480545619965,8.769576614594655,0.4232500147381586
SQuADDS_fqOnly,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,2,fig5_cg1p5um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87620084481,6.26170388145,4.99363361734581,218.7024888594067,5.970534325619533,3.4198009110175896e-10,9.017246999931672e-05,0.010699858349999758,0.4427456072559357,8.540915059345167,0.06752353062572602
SQuADDS_fqOnly,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,3,fig5_cg1p5um_rpg4p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87824436992,6.24826740965,4.101225070188522,195.7599725835552,5.814198941096933,1.9147788463743207e-07,0.002133697579999705,0.024136330149999274,0.4496629399013523,14.40160121650635,0.2238589151483259
SQuADDS_fqOnly,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,4,fig5_cg2p0um_rpg2p5um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.88081947033,6.29200362079,4.710222612869263,215.78136757047287,6.007573423867593,9.325518981362084e-07,0.004708797989999347,0.01959988099000043,0.1593346027793885,5.61979377041132,0.030484432377665627
SQuADDS_fqOnly,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,5,fig5_cg2p5um_rpg2p5um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.86782605146,6.40620544852,4.850844314466476,237.9905673388129,6.17514285459043,2.886676852851099e-06,0.008284620880000482,0.13380170872000008,0.29995630437660203,27.828993538751348,0.13708499834517074
SQuADDS_fqOnly,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,6,fig5_cg4p5um_rpg4p5um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.88663816113,6.38597506967,3.063956994333267,183.56382427683712,5.961119575854728,4.661250757393751e-06,0.010527488789999317,0.11357132987000007,1.4869310157566074,26.597749523224422,0.07693828039053052
SQuADDS_fqOnly,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,7,fig5_cg5p0um_rpg4p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.88774415429,6.45896799938,3.299699922574997,199.0926748998529,6.073027040692848,5.692097524062179e-06,0.011633481949999691,0.18656425958000078,1.2511880875148775,11.068898900208637,0.03496918444758901
SQuADDS_fqOnly,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,8,fig5_cg3p5um_rpg3p5um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.88834773081,6.55440012204,3.58235393236351,219.15970791952185,6.190036689460878,6.298062439443628e-06,0.01223705846999934,0.28199638224,0.9685340777263645,8.998134119460303,0.1519788332156189
SQuADDS_fqOnly,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,9,fig5_cg4p5um_rpg3p5um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.88861160423,6.4734435094,3.773440051719665,214.72133803964505,6.083690932056749,6.57260706945338e-06,0.012500931890000011,0.20103976960000036,0.7774479583702094,4.559764239583501,0.04563307581149001
SQuADDS_fqOnly,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,10,fig5_cg3p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.85591843529,6.44095110726,4.270610977590561,230.04663618304903,6.1997071597004,1.7148327289712966e-05,0.020192237050000728,0.16854736746000043,0.28027703249931335,19.885062382987485,0.16164930345514072
SQuADDS_fqOnly,1,fig5_cg2p5um_rpg1p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.66294784318,6.36077653441,6.190793763965607,308.1283621705032,6.290282883749718,1,chip_simple_dx0p909_dy3p636__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,4.6631226493,6.11903436188,5.896621238670349,259.81911482762723,5.882535903816615,1.4053747652990228e-09,0.00017480611999953766,0.2417421725300004,0.2941725252952585,48.30924734287595,0.40774697993310305
SQuADDS_fqOnly,1,fig5_cg2p5um_rpg1p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.66294784318,6.36077653441,6.190793763965607,308.1283621705032,6.290282883749718,2,chip_simple_dxm2p000_dym2p000__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,4.66357232032,6.17425760616,5.776347432731628,266.16679365567177,5.948772404826305,1.7935437479942528e-08,0.0006244771399996907,0.18651892824999994,0.41444633123397967,41.96156851483141,0.34151047892341335
SQuADDS_fqOnly,1,fig5_cg2p5um_rpg1p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.66294784318,6.36077653441,6.190793763965607,308.1283621705032,6.290282883749718,3,chip_simple_dx2p727_dy9p091__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,4.66405896257,5.9877620988,6.321251501457214,246.19094484973783,5.715712771067524,5.6780647078209226e-08,0.0011111193899999705,0.37301443561000003,0.13045773749160627,61.93741732076535,0.5745701126821938
SQuADDS_fqOnly,1,fig5_cg2p5um_rpg1p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.66294784318,6.36077653441,6.190793763965607,308.1283621705032,6.290282883749718,4,chip_simple_dxm0p909_dy1p818__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,4.66450390523,6.13858364091,5.557019098932266,255.0274764591106,5.910793383351408,1.1136089345313987e-07,0.0015560620499996958,0.22219289349999993,0.6337746650333411,53.10088571139258,0.37948950039830986
SQuADDS_fqOnly,1,fig5_cg2p5um_rpg1p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.66294784318,6.36077653441,6.190793763965607,308.1283621705032,6.290282883749718,5,chip_simple_dx0p000_dy8p182__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,4.66459917098,6.11256654579,5.540656121810913,250.4325233233085,5.83856908361424,1.2541384102218908e-07,0.0016513277999994358,0.2482099886200002,0.6501376421546947,57.69583884719469,0.45171380013547857
SQuADDS_fqOnly,1,fig5_cg2p5um_rpg1p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.66294784318,6.36077653441,6.190793763965607,308.1283621705032,6.290282883749718,6,chip_simple_dx10p000_dy7p273__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,4.66101955519,6.03694119202,6.148507254526138,251.85392058988865,5.756378365268905,1.7101046078876173e-07,0.0019282879900002214,0.32383534239000067,0.0422865094394691,56.274441580614535,0.5339045184808136
