method,query_idx,query_sample_id,query_fq_GHz,query_fr_GHz,query_chi_MHz,query_g_MHz,query_kappa_MHz,rank,retrieved_sample_id,retrieved_fq_GHz,retrieved_fr_GHz,retrieved_chi_MHz,retrieved_g_MHz,retrieved_kappa_MHz,distance_or_cost,error_fq,error_fr,error_chi,error_g,error_kappa
SQuADDS_MultiTarget,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,1,fig5_cg3p0um_rpg2p5um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.89777742204,6.34923094667,4.391671866830825,213.14051325530752,6.096625432754106,0.0009292703499084391,0.0216667496999996,0.07682720687,0.15921614325904887,2.9789394552459783,0.05856757650884692
SQuADDS_MultiTarget,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,2,fig5_cg2p0um_rpg2p5um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.88081947033,6.29200362079,4.710222612869263,215.78136757047287,6.007573423867593,0.0009938763865685691,0.004708797989999347,0.01959988099000043,0.1593346027793885,5.61979377041132,0.030484432377665627
SQuADDS_MultiTarget,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,3,chip_simple_dx1p818_dy6p364__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,4.81787671795,6.14073889835,4.750688247016907,206.5190178100561,5.920810132993132,0.0018857512552150442,0.05823395439000034,0.13166484144999924,0.19980023692703242,3.642555990005434,0.11724772325212651
SQuADDS_MultiTarget,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,4,chip_simple_dxm0p909_dym5p455__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,4.79958492684,6.1502852982,4.78491466264534,212.0774651837224,5.99525621369233,0.0020142620906948975,0.07652574550000057,0.12211844159999963,0.23402665255546573,1.9158913836608633,0.042801642552928953
SQuADDS_MultiTarget,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,5,chip_simple_dxm1p818_dy2p727__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,4.83311972934,6.1178439336,4.724510482942581,199.83230045887737,5.831240867189456,0.003207116139477867,0.04299094300000039,0.15455980619999998,0.17362247285270627,10.329273341184177,0.20681698905580337
SQuADDS_MultiTarget,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,6,chip_simple_dxm8p182_dym10p000__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,4.78025389039,6.09076123044,4.817649636772155,207.67545271807887,5.847096382639144,0.0035131641051128195,0.09585678195000025,0.1816425093599996,0.266761626682281,2.486121081982674,0.19096147360611493
SQuADDS_MultiTarget,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,7,fig5_cg3p5um_rpg2p5um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.85348773769,6.38790903463,4.356288998512268,225.5893196577544,6.102737650921461,0.0040266815168091274,0.022622934650000204,0.11550529483000016,0.19459901157760662,15.427745857692855,0.06467979467620211
SQuADDS_MultiTarget,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,8,chip_simple_dxm6p364_dym3p636__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,4.77191562529,6.13567276839,4.886054909513473,217.4280151051572,5.906245330500408,0.004479877416288854,0.10419504705000016,0.13673097140999957,0.3351668994235988,7.26644130509564,0.13181252574485125
SQuADDS_MultiTarget,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,9,fig5_cg1p5um_rpg3p5um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.91739512178,6.2089293665,4.491181793327331,192.69828834759227,5.78727831204173,0.004575009347095579,0.04128444943999998,0.06347437330000005,0.059706216762543285,17.46328545246928,0.250779544203529
SQuADDS_MultiTarget,0,fig5_cg2p0um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.87611067234,6.2724037398,4.550888010089874,210.16157380006155,6.038057856245259,10,fig5_cg2p5um_rpg2p0um__Lj12p0nH_Cj0p0fF__roL8p5mm__tee_fl160um_fc12,4.82985966256,6.3640851834,4.45615377314949,229.1245415394613,6.124821045393385,0.004694286262527894,0.04625100978000063,0.09168144360000063,0.09473423694038452,18.962967739399744,0.08676318914812597
